HomeRegion,AcademicYear,Sex,TCAS,GPAX,NumAnwser,Status
North,1,0,1,3.58,20,Not MFU student
South,1,0,1,2.5,18,Not MFU student
South,1,0,1,2.82,30,Not MFU student
West,1,1,1,3.51,14,Not MFU student
South,1,0,1,2.28,8,Not MFU student
North,1,0,1,3.56,13,Not MFU student
Central,1,0,1,2.8,19,Not MFU student
South,1,0,1,2.39,6,Not MFU student
Central,1,0,1,3.06,24,Not MFU student
South,1,1,1,3.42,27,Not MFU student
West,1,1,1,3.16,14,Not MFU student
South,1,0,1,2.55,29,Not MFU student
North,1,0,1,3.5,12,Not MFU student
Central,1,1,1,3.64,16,Not MFU student
North,1,1,1,3.35,15,Not MFU student
Central,1,1,1,3.16,19,Not MFU student
North East,1,0,1,3.47,15,Not MFU student
South,1,1,1,2.94,9,Not MFU student
South,1,0,1,3.35,13,Not MFU student
South,1,0,1,2.81,8,Not MFU student
South,1,0,1,3.43,7,Not MFU student
Central,1,0,1,3.42,14,Not MFU student
South,1,1,1,3,5,Not MFU student
South,1,0,1,3.38,22,Not MFU student
North,1,0,1,3.49,11,Not MFU student
South,1,0,1,3.79,17,Not MFU student
Bangkok,1,0,1,2.92,15,Not MFU student
North,1,1,1,2.99,23,Not MFU student
South,1,0,1,2.9,21,Not MFU student
North East,1,0,1,3.01,17,Not MFU student
North,1,0,1,2.96,12,Not MFU student
North East,1,0,1,3.1,19,Not MFU student
South,1,0,1,2.63,8,Not MFU student
North,1,0,1,3.6,9,Not MFU student
North East,1,0,1,3.27,12,Not MFU student
North East,1,1,1,3.28,16,Not MFU student
North East,1,1,1,3.56,29,Not MFU student
Central,1,0,1,3.79,11,Not MFU student
Central,1,0,1,3.53,10,Not MFU student
North East,1,1,1,3.34,18,Not MFU student
Bangkok,1,1,1,3,9,Not MFU student
North East,1,0,1,3.41,8,Not MFU student
North East,1,0,1,3.07,22,Not MFU student
West,1,0,1,3.18,17,Not MFU student
Central,1,0,1,3.54,13,Not MFU student
Central,1,0,1,3,14,Not MFU student
North East,1,0,1,3.41,17,Not MFU student
North East,1,0,1,3.18,18,Not MFU student
South,1,0,1,3.4,18,Not MFU student
North East,1,0,1,2.81,21,Not MFU student
North East,1,0,1,3.08,15,Not MFU student
North East,1,0,1,3.85,19,Not MFU student
Central,1,0,1,2.93,11,Not MFU student
North,1,0,1,2.97,6,Not MFU student
North,1,0,1,2.63,9,Not MFU student
North East,1,0,1,2.78,14,Not MFU student
West,1,0,1,2.39,9,Not MFU student
West,1,0,1,2.34,16,Not MFU student
Central,1,0,1,3.42,12,Not MFU student
North East,1,0,1,3.34,10,Not MFU student
South,1,0,1,2.92,23,Not MFU student
North East,1,1,1,3.46,27,Not MFU student
North,1,1,1,3.55,10,Not MFU student
South,1,0,1,2.87,25,Not MFU student
North,1,0,1,2.91,24,Not MFU student
South,1,0,1,2.88,5,Not MFU student
South,1,0,1,3.3,9,Not MFU student
East,1,0,1,3.67,15,Not MFU student
Central,1,0,1,2.96,19,Not MFU student
Central,1,0,1,3.5,26,Not MFU student
Central,1,0,1,3.68,20,Not MFU student
Central,1,0,1,2.75,20,Not MFU student
Central,1,0,1,3.25,14,Not MFU student
North,1,0,1,3.05,9,Not MFU student
North East,1,0,1,3.38,11,Not MFU student
North,1,0,1,3.27,13,Not MFU student
North,1,0,1,3,12,Not MFU student
South,1,1,1,3.06,26,Not MFU student
East,1,0,1,2.59,23,Not MFU student
North,1,0,1,3.52,15,Not MFU student
West,1,0,1,3.31,8,Not MFU student
West,1,1,1,3.27,13,Not MFU student
West,1,0,1,2.73,7,Not MFU student
West,1,0,1,2.94,10,Not MFU student
North,1,0,1,3.37,15,Not MFU student
North,1,0,1,3.14,10,Not MFU student
West,1,0,1,2.65,20,Not MFU student
North East,1,0,1,3.27,17,Not MFU student
South,1,0,1,3.48,20,Not MFU student
East,1,1,1,2.86,19,Not MFU student
South,1,0,1,3.06,14,Not MFU student
South,1,0,1,3.16,15,Not MFU student
North,1,0,1,3.07,7,Not MFU student
North,1,0,1,3.68,20,Not MFU student
North,1,0,1,3.77,13,Not MFU student
South,1,0,1,3.48,22,Not MFU student
North,1,0,1,3.16,15,Not MFU student
South,1,0,1,2.83,17,Not MFU student
West,1,0,1,3.59,19,Not MFU student
South,1,0,1,3.48,11,Not MFU student
North,1,1,1,3.89,17,Not MFU student
North,1,0,1,3.45,20,Not MFU student
South,1,0,1,2.5,14,Not MFU student
North,1,0,1,3.08,9,Not MFU student
South,1,0,1,2.95,25,Not MFU student
West,1,0,1,3.17,21,Not MFU student
North,1,0,1,3.24,23,Not MFU student
North,1,0,1,2.99,12,Not MFU student
North,1,0,1,3.48,25,Not MFU student
North,1,0,1,3.86,13,Not MFU student
North,1,0,1,2.94,12,Not MFU student
South,1,0,1,3.7,15,Not MFU student
East,1,0,1,2.84,10,Not MFU student
North,1,0,1,3.43,18,Not MFU student
North,1,0,1,2.85,12,Not MFU student
North East,1,0,1,3.23,11,Not MFU student
Central,1,0,1,3.54,12,Not MFU student
North East,1,0,1,3.05,9,Not MFU student
North,1,0,1,2.79,9,Not MFU student
North,1,0,1,3.56,13,Not MFU student
North,1,1,1,2.91,15,Not MFU student
North,1,0,1,3.5,16,Not MFU student
North East,1,1,1,3.2,10,Not MFU student
North,1,1,1,2.76,12,Not MFU student
North,1,0,1,3.99,15,Not MFU student
North,1,0,1,2.71,14,Not MFU student
East,1,1,1,3.48,23,Not MFU student
Bangkok,1,0,1,2.63,11,Not MFU student
North,1,1,1,2.39,20,Not MFU student
North East,1,0,1,3.45,24,Not MFU student
Central,1,0,1,3.57,16,Not MFU student
East,1,0,1,2.57,8,Not MFU student
North,1,0,1,3.88,23,Not MFU student
North East,1,0,1,3.36,15,Not MFU student
North,1,0,1,2.91,22,Not MFU student
North East,1,0,1,3.48,17,Not MFU student
North East,1,0,1,3.05,17,Not MFU student
Bangkok,1,0,1,3.51,18,Not MFU student
Bangkok,1,0,1,3.49,15,Not MFU student
Central,1,0,1,3.1,16,Not MFU student
Central,1,0,1,3.05,15,Not MFU student
Central,1,1,1,2.85,9,Not MFU student
Bangkok,1,0,1,3.26,22,Not MFU student
North,1,0,1,2.88,12,Not MFU student
North,1,0,1,3.71,15,Not MFU student
South,1,1,1,3.22,20,Not MFU student
North,1,0,1,3.08,16,Not MFU student
Central,1,0,1,3.43,6,Not MFU student
International,1,0,1,3.16,5,Not MFU student
South,1,0,1,2.84,19,Not MFU student
North East,1,0,1,3.35,5,Not MFU student
South,1,0,1,3.51,14,Not MFU student
Central,1,0,1,3.71,21,Not MFU student
North East,1,1,1,3.07,8,Not MFU student
North East,1,0,1,3.37,17,Not MFU student
South,1,0,1,3.85,21,Not MFU student
South,1,0,1,3.81,21,Not MFU student
South,1,0,1,3.75,17,Not MFU student
Central,1,0,1,3.5,6,Not MFU student
North East,1,0,1,3.87,14,Not MFU student
Central,1,0,1,3.25,18,Not MFU student
North,1,0,1,3.24,12,Not MFU student
North East,1,0,1,3.5,24,Not MFU student
South,1,0,1,3.01,7,Not MFU student
South,1,1,1,2.71,22,Not MFU student
North,1,0,1,2.95,14,Not MFU student
South,1,0,1,3.4,17,Not MFU student
North,1,0,1,3.08,21,Not MFU student
North,1,0,1,3.01,13,Not MFU student
North,1,0,1,3.25,28,Not MFU student
South,1,1,1,2.9,22,Not MFU student
North,1,1,1,3.05,21,Not MFU student
Bangkok,1,0,1,2.28,11,Not MFU student
South,1,0,1,2.86,12,Not MFU student
North,1,0,1,3.06,12,Not MFU student
North East,1,1,1,2.51,12,Not MFU student
Central,1,0,1,3.65,15,Not MFU student
South,1,0,1,3.54,13,Not MFU student
South,1,0,1,3.89,28,Not MFU student
North,1,0,1,3.22,12,Not MFU student
North,1,1,1,3.08,25,Not MFU student
North,1,0,1,2.99,21,Not MFU student
Central,1,0,1,3.84,17,Not MFU student
East,1,0,1,2.86,11,Not MFU student
South,1,1,1,2.63,5,Not MFU student
North,1,0,1,3.26,28,Not MFU student
Central,1,0,1,3.22,22,Not MFU student
North,1,0,1,3.3,17,Not MFU student
North,1,0,1,3.65,17,Not MFU student
North,1,0,1,3.24,20,Not MFU student
North,1,0,1,3.11,11,Not MFU student
South,1,0,1,3.65,9,Not MFU student
South,1,1,1,2.77,11,Not MFU student
Central,1,0,1,3.33,15,Not MFU student
Central,1,0,1,3.16,15,Not MFU student
North,1,1,1,3.34,16,Not MFU student
North,1,0,1,3.27,8,Not MFU student
North,1,0,1,3.42,23,Not MFU student
North,1,1,1,2.82,12,Not MFU student
North,1,0,1,3.43,13,Not MFU student
North,1,0,1,3.29,17,Not MFU student
North East,1,0,1,3.31,15,Not MFU student
North,1,1,1,3.97,25,Not MFU student
East,1,0,1,4,15,Not MFU student
North,1,1,1,3.21,14,Not MFU student
South,1,0,1,3.44,24,Not MFU student
South,1,0,1,3.16,19,Not MFU student
Central,1,1,1,3.11,18,Not MFU student
Bangkok,1,0,1,2.62,11,Not MFU student
North,1,0,1,3.02,28,Not MFU student
North,1,1,1,3.24,22,Not MFU student
North,1,0,1,3.14,18,Not MFU student
North,1,1,1,3.33,7,Not MFU student
North,1,0,1,3.02,13,Not MFU student
North,1,0,1,3.27,15,Not MFU student
West,1,0,1,3.2,21,Not MFU student
Bangkok,1,0,1,3.87,12,Not MFU student
South,1,0,1,3.55,22,Not MFU student
Central,1,1,1,3.17,11,Not MFU student
North,1,1,1,3.5,22,Not MFU student
South,1,0,1,2.73,12,Not MFU student
North,1,0,1,3.65,19,Not MFU student
North,1,0,1,3.81,15,Not MFU student
North,1,0,1,2.91,19,Not MFU student
South,1,0,1,2.8,5,Not MFU student
South,1,0,1,2.98,28,Not MFU student
East,1,0,1,3.02,17,Not MFU student
North,1,0,1,3.27,15,Not MFU student
Central,1,0,1,3,14,Not MFU student
Bangkok,1,0,1,3.25,23,Not MFU student
North,1,0,1,3.41,26,Not MFU student
Bangkok,1,1,1,3.25,24,Not MFU student
Central,1,0,1,3.17,24,Not MFU student
East,1,0,1,3.16,5,Not MFU student
West,1,0,1,3.14,12,Not MFU student
West,1,1,1,2.78,15,Not MFU student
South,1,1,1,3.4,15,Not MFU student
South,1,1,1,2.79,14,Not MFU student
North,1,0,1,3.37,10,Not MFU student
North East,1,0,1,3.32,15,Not MFU student
Bangkok,1,1,1,2.93,24,Not MFU student
South,1,1,1,2.55,13,Not MFU student
North,1,0,1,2.79,12,Not MFU student
North,1,0,1,2.74,13,Not MFU student
North East,1,1,1,3.29,5,Not MFU student
South,1,1,1,3.49,11,Not MFU student
South,1,1,1,3.36,14,Not MFU student
East,1,0,1,3.38,15,Not MFU student
Central,1,0,1,3.3,14,Not MFU student
South,1,0,1,3.37,18,Not MFU student
South,1,1,1,3.23,21,Not MFU student
Bangkok,1,1,1,2.58,17,Not MFU student
East,1,0,1,3.5,24,Not MFU student
Bangkok,1,0,1,2.7,9,Not MFU student
South,1,1,1,3.16,17,Not MFU student
North East,1,0,1,3.1,16,Not MFU student
South,1,0,1,2.68,30,Not MFU student
Central,1,1,1,2.76,16,Not MFU student
North,1,0,1,3.25,17,Not MFU student
South,1,1,1,2.93,25,Not MFU student
West,1,0,1,3.35,8,Not MFU student
South,1,1,1,2.74,26,Not MFU student
North East,1,0,1,3.61,31,Not MFU student
Central,1,1,1,3.22,5,Not MFU student
North,1,1,1,2.61,15,Not MFU student
Central,1,1,1,2.8,6,Not MFU student
West,1,0,1,2.72,8,Not MFU student
Central,1,1,1,3.2,5,Not MFU student
Bangkok,1,0,1,3.35,6,Not MFU student
North East,1,0,1,3.65,18,Not MFU student
North,1,0,1,2.93,5,Not MFU student
Central,1,0,1,3.27,21,Not MFU student
Central,1,0,1,3.13,9,Not MFU student
North East,1,0,1,3.93,10,Not MFU student
Bangkok,1,0,1,3.58,18,Not MFU student
North,1,0,1,3.36,7,Not MFU student
North,1,0,1,3.65,19,Not MFU student
Central,1,0,1,3.25,19,Not MFU student
Bangkok,1,0,1,3.4,20,Not MFU student
North,1,0,1,3.63,21,Not MFU student
Bangkok,1,1,1,2.91,11,Not MFU student
Bangkok,1,1,1,3.35,22,Not MFU student
Bangkok,1,0,1,3.77,14,Not MFU student
Central,1,0,1,2.66,5,Not MFU student
Bangkok,1,0,1,3.37,19,Not MFU student
North,1,1,1,3.81,25,Not MFU student
Bangkok,1,0,1,2.01,19,Not MFU student
Bangkok,1,0,1,3.69,21,Not MFU student
Bangkok,1,1,1,3.42,16,Not MFU student
Bangkok,1,0,1,3.57,14,Not MFU student
East,1,0,1,3.91,10,Not MFU student
Bangkok,1,0,1,2.98,13,Not MFU student
Bangkok,1,1,1,3.2,19,Not MFU student
South,1,0,1,3.67,16,Not MFU student
Bangkok,1,0,1,2.81,11,Not MFU student
Central,1,0,1,3.42,19,Not MFU student
Bangkok,1,0,1,2.67,20,Not MFU student
Central,1,1,1,2.58,5,Not MFU student
East,1,0,1,3.18,15,Not MFU student
South,1,1,1,3.36,17,Not MFU student
North,1,0,1,3.07,23,Not MFU student
South,1,0,1,2.98,6,Not MFU student
South,1,0,1,2.95,27,Not MFU student
Central,1,0,1,2.87,9,Not MFU student
Central,1,0,1,2.75,9,Not MFU student
South,1,1,1,3.33,26,Not MFU student
North East,1,0,1,3.76,14,Not MFU student
North East,1,0,1,2.98,11,Not MFU student
South,1,0,1,2.7,18,Not MFU student
South,1,0,1,3.7,13,Not MFU student
North,1,1,1,2.04,6,Not MFU student
North,1,0,1,2.79,19,Not MFU student
North,1,0,1,3.74,15,Not MFU student
East,1,0,1,2.71,15,Not MFU student
North,1,0,1,3.84,11,Not MFU student
North,1,0,1,3.39,13,Not MFU student
North,1,1,1,3.28,14,Not MFU student
South,1,0,1,3.34,16,Not MFU student
East,1,0,1,3.35,18,Not MFU student
South,1,0,1,2.87,25,Not MFU student
North,1,0,1,3.46,9,Not MFU student
South,1,0,1,3,15,Not MFU student
South,1,1,1,3.7,25,Not MFU student
North East,1,0,1,3.58,14,Not MFU student
North,1,0,1,2.97,10,Not MFU student
East,1,0,1,3.65,17,Not MFU student
Bangkok,1,1,1,3.250711643,9,Not MFU student
South,1,0,1,3.25,11,Not MFU student
North East,1,1,1,2.61,13,Not MFU student
South,1,0,1,2.54,26,Not MFU student
South,1,0,1,2.73,24,Not MFU student
North East,1,0,1,3.15,16,Not MFU student
Central,1,0,1,3.09,8,Not MFU student
South,1,0,1,3.3,16,Not MFU student
North,1,0,1,3.32,19,Not MFU student
South,1,0,1,3.69,24,Not MFU student
East,1,0,1,3.17,13,Not MFU student
South,1,1,1,2.79,12,Not MFU student
South,1,1,1,3.28,15,Not MFU student
North,1,0,1,3.22,27,Not MFU student
South,1,1,1,3.33,22,Not MFU student
North East,1,0,1,3.48,11,Not MFU student
South,1,1,1,3.06,18,Not MFU student
North,1,0,1,2.87,14,Not MFU student
Central,1,0,1,3.62,9,Not MFU student
Central,1,0,1,3.33,10,Not MFU student
North East,1,1,1,3.14,13,Not MFU student
North,1,0,1,3.2,23,Not MFU student
North East,1,1,1,3.79,11,Not MFU student
North East,1,1,1,3.25,12,Not MFU student
North,1,1,1,3.7,17,Not MFU student
North,1,1,1,3.48,20,Not MFU student
North,1,0,1,3.51,15,Not MFU student
North,1,1,1,3.54,7,Not MFU student
North,1,1,1,3.75,18,Not MFU student
South,1,0,1,2.94,19,Not MFU student
North,1,0,1,3.22,19,Not MFU student
Central,1,0,1,3.21,18,Not MFU student
East,1,0,1,2.6,14,Not MFU student
North,1,1,1,2.36,17,Not MFU student
South,1,0,1,2.51,25,Not MFU student
Central,1,1,1,3.21,10,Not MFU student
Bangkok,1,0,1,3.35,16,Not MFU student
South,1,0,1,3.52,18,Not MFU student
Central,1,0,1,3.4,18,Not MFU student
Central,1,0,1,2.63,14,Not MFU student
North,1,0,1,3.86,12,Not MFU student
North,1,1,1,2.79,9,Not MFU student
North East,1,0,1,3.93,18,Not MFU student
West,1,1,1,3.75,23,Not MFU student
East,1,0,1,3.35,13,Not MFU student
South,1,0,1,3.84,19,Not MFU student
North,1,0,1,3.47,15,Not MFU student
Central,1,0,1,3.3,12,Not MFU student
North,1,0,1,3.79,14,Not MFU student
North,1,0,1,3.5,17,Not MFU student
Central,1,1,1,2.95,14,Not MFU student
Bangkok,1,0,1,3.48,9,Not MFU student
Central,1,0,1,3.62,14,Not MFU student
Bangkok,1,1,1,3.49,22,Not MFU student
South,1,0,1,3.26,5,Not MFU student
South,1,0,1,2.71,12,Not MFU student
Central,1,0,1,3.62,10,Not MFU student
North East,1,0,1,3.72,8,Not MFU student
Central,1,0,1,3.29,8,Not MFU student
Central,1,0,1,3.41,6,Not MFU student
North East,1,1,1,2.91,11,Not MFU student
North,1,0,1,3.65,13,Not MFU student
North,1,0,1,3.43,8,Not MFU student
Bangkok,1,1,1,3.4,15,Not MFU student
North,1,0,1,3.29,15,Not MFU student
South,1,0,1,2.78,21,Not MFU student
South,1,0,1,2.78,16,Not MFU student
North East,1,0,1,3.52,26,Not MFU student
Central,1,1,1,2.25,9,Not MFU student
North East,1,0,1,2.95,17,Not MFU student
Bangkok,1,0,1,3.58,14,Not MFU student
North,1,0,1,3.07,16,Not MFU student
North East,1,0,1,2.73,18,Not MFU student
Central,1,0,1,3.69,20,Not MFU student
Central,1,0,1,3.57,11,Not MFU student
Central,1,0,1,3.14,6,Not MFU student
Bangkok,1,0,1,3.22,19,Not MFU student
North,1,0,1,3.64,15,Not MFU student
Bangkok,1,1,1,2.51,12,Not MFU student
Bangkok,1,1,1,2.74,15,Not MFU student
Bangkok,1,1,1,2.78,13,Not MFU student
North,1,0,1,2.85,15,Not MFU student
East,1,0,1,3.97,16,Not MFU student
South,1,0,1,2.87,19,Not MFU student
North,1,1,1,2.98,16,Not MFU student
North,1,0,1,3.62,23,Not MFU student
Bangkok,1,1,1,2.52,24,Not MFU student
North East,1,1,1,2.59,13,Not MFU student
South,1,1,1,2.88,24,Not MFU student
South,1,1,1,2.84,23,Not MFU student
North East,1,0,1,3.34,24,Not MFU student
North East,1,1,1,3.15,8,Not MFU student
South,1,0,1,2.97,15,Not MFU student
North East,1,0,1,3.36,21,Not MFU student
South,1,0,1,2.81,14,Not MFU student
North,1,0,1,3.52,16,Not MFU student
Central,1,0,1,3.59,14,Not MFU student
East,1,0,1,2.98,14,Not MFU student
South,1,0,1,3.42,15,Not MFU student
North,1,0,1,3.69,17,Not MFU student
North East,1,0,1,2.55,21,Not MFU student
North,1,1,1,3.33,22,Not MFU student
West,1,0,1,3.37,19,Not MFU student
North,1,0,1,3.09,21,Not MFU student
North,1,0,1,2.96,10,Not MFU student
North East,1,0,1,3.47,14,Not MFU student
North,1,1,1,3.28,16,Not MFU student
North,1,0,1,3.82,18,Not MFU student
North,1,1,1,3.38,20,Not MFU student
North,1,0,1,3.86,20,Not MFU student
Central,1,0,1,3.45,13,Not MFU student
North East,1,0,1,3.3,14,Not MFU student
South,1,1,1,3.33,28,Not MFU student
North,1,0,1,3.88,14,Not MFU student
West,1,0,1,3.55,12,Not MFU student
South,1,0,1,2.82,11,Not MFU student
North East,1,1,1,3.18,18,Not MFU student
East,1,0,1,3.46,23,Not MFU student
South,1,0,1,2.42,27,Not MFU student
South,1,0,1,3.08,11,Not MFU student
South,1,0,1,2.53,5,Not MFU student
South,1,0,1,2.74,11,Not MFU student
Central,1,0,1,3.76,17,Not MFU student
East,1,0,1,3.79,24,Not MFU student
North,1,0,1,3.41,11,Not MFU student
North East,1,0,1,3.71,10,Not MFU student
North East,1,0,1,3.31,21,Not MFU student
North East,1,0,1,3.02,11,Not MFU student
South,1,0,1,3.51,23,Not MFU student
East,1,0,1,3.03,13,Not MFU student
Central,1,0,1,3.21,6,Not MFU student
North,1,1,1,2.13,16,Not MFU student
East,1,0,1,3.2,12,Not MFU student
Central,1,1,1,3.15,9,Not MFU student
East,1,0,1,3.27,11,Not MFU student
East,1,0,1,3.16,10,Not MFU student
East,1,1,1,3.16,13,Not MFU student
East,1,0,1,3.31,15,Not MFU student
North East,1,0,1,3.39,12,Not MFU student
Central,1,1,1,2.51,10,Not MFU student
North,1,0,1,3.86,19,Not MFU student
North East,1,1,1,3.07,5,Not MFU student
North,1,0,1,3.35,12,Not MFU student
East,1,0,1,3.52,24,Not MFU student
North,1,0,1,3.49,20,Not MFU student
North East,1,0,1,3.25,17,Not MFU student
East,1,0,1,3.58,11,Not MFU student
North East,1,1,1,3.3,13,Not MFU student
North East,1,1,1,3.26,17,Not MFU student
North,1,0,1,3.33,19,Not MFU student
East,1,1,1,3.29,6,Not MFU student
North,1,0,1,3.54,20,Not MFU student
North,1,0,1,2.7,27,Not MFU student
Bangkok,1,0,1,2.84,7,Not MFU student
South,1,0,1,2.62,14,Not MFU student
East,1,0,1,3.08,13,Not MFU student
South,1,0,1,2.61,9,Not MFU student
North,1,1,1,2.99,13,Not MFU student
Central,1,0,1,3.73,17,Not MFU student
Central,1,0,1,3.11,17,Not MFU student
Bangkok,1,1,1,3.27,13,Not MFU student
North,1,1,1,2.69,5,Not MFU student
East,1,0,1,3.68,22,Not MFU student
Bangkok,1,0,1,2.86,13,Not MFU student
East,1,0,1,3.63,23,Not MFU student
North,1,0,1,3.75,21,Not MFU student
Bangkok,1,0,1,3.37,15,Not MFU student
Bangkok,1,0,1,3.29,12,Not MFU student
North,1,0,1,3.82,24,Not MFU student
North East,1,1,1,3.44,22,Not MFU student
North,1,0,1,2.82,6,Not MFU student
North East,1,1,1,3.17,12,Not MFU student
Bangkok,1,1,1,3.54,25,Not MFU student
North East,1,0,1,3.73,22,Not MFU student
South,1,1,1,3.57,14,Not MFU student
South,1,1,1,2.32,14,Not MFU student
Central,1,0,1,3.63,22,Not MFU student
North,1,0,1,3.47,18,Not MFU student
Bangkok,1,1,1,3.77,13,Not MFU student
Bangkok,1,0,1,3.26,9,Not MFU student
Central,1,0,1,3.66,13,Not MFU student
Bangkok,1,0,1,3.1,20,Not MFU student
North,1,1,1,2.67,13,Not MFU student
North,1,1,1,3.16,14,Not MFU student
North,1,1,1,2.79,21,Not MFU student
East,1,0,1,3.65,21,Not MFU student
West,1,1,1,3.25,8,Not MFU student
North,1,0,1,2.65,5,Not MFU student
Bangkok,1,0,1,3.7,21,Not MFU student
North,1,0,1,2.53,5,Not MFU student
East,1,0,1,2.54,11,Not MFU student
North,1,0,1,2.82,7,Not MFU student
South,1,1,1,3.7,10,Not MFU student
South,1,1,1,3.28,11,Not MFU student
North,1,0,1,2.88,22,Not MFU student
Bangkok,1,1,1,2.64,11,Not MFU student
North,1,0,1,3.41,29,Not MFU student
North,1,0,1,3.35,17,Not MFU student
North,1,0,1,3.09,13,Not MFU student
North East,1,0,1,3.03,28,Not MFU student
North East,1,1,1,3.38,27,Not MFU student
Central,1,1,1,3.34,12,Not MFU student
East,1,0,1,3.09,15,Not MFU student
Central,1,0,1,3.14,14,Not MFU student
North East,1,1,1,3.09,12,Not MFU student
Bangkok,1,0,1,3.06,11,Not MFU student
Central,1,1,1,3,26,Not MFU student
Central,1,0,1,2.63,11,Not MFU student
Bangkok,1,0,1,2.97,9,Not MFU student
Bangkok,1,1,1,2.93,16,Not MFU student
Bangkok,1,1,1,3.54,9,Not MFU student
West,1,0,1,3.17,16,Not MFU student
North,1,1,1,3.16,22,Not MFU student
Bangkok,1,0,1,3.39,25,Not MFU student
Central,1,0,1,3.26,7,Not MFU student
East,1,0,1,3.86,17,Not MFU student
North,1,0,1,3.68,15,Not MFU student
Central,1,0,1,3.67,19,Not MFU student
Bangkok,1,0,1,2.66,14,Not MFU student
East,1,0,1,3.85,13,Not MFU student
East,1,0,1,3.26,12,Not MFU student
North,1,0,1,3.12,14,Not MFU student
North,1,0,1,3.47,20,Not MFU student
East,1,1,1,2.82,10,Not MFU student
East,1,1,1,3.22,21,Not MFU student
North East,1,0,1,3.09,15,Not MFU student
North,1,1,1,2.99,12,Not MFU student
North,1,1,1,2.38,12,Not MFU student
Bangkok,1,0,1,3.21,10,Not MFU student
North,1,0,1,2.46,13,Not MFU student
South,1,0,1,2.62,10,Not MFU student
South,1,0,1,3.14,11,Not MFU student
North East,1,1,1,3.03,11,Not MFU student
Central,1,0,1,3.81,15,Not MFU student
North,1,0,1,3.89,19,Not MFU student
North East,1,0,1,3.46,16,Not MFU student
Central,1,0,1,3.38,18,Not MFU student
East,1,0,1,3.95,9,Not MFU student
North,1,1,1,3.69,15,Not MFU student
Central,1,0,1,3.27,23,Not MFU student
Central,1,0,1,3.62,13,Not MFU student
South,1,0,1,3.74,15,Not MFU student
East,1,1,1,3.52,9,Not MFU student
Bangkok,1,0,1,3.84,10,Not MFU student
Bangkok,1,1,1,3.54,15,Not MFU student
Bangkok,1,0,1,3.33,21,Not MFU student
North East,1,0,1,3.58,14,Not MFU student
North,1,0,1,3.84,21,Not MFU student
North,1,1,1,3.09,9,Not MFU student
North,1,1,1,2.75,24,Not MFU student
Central,1,1,1,3.21,16,Not MFU student
South,1,1,1,2.89,11,Not MFU student
Central,1,0,1,3.17,23,Not MFU student
Central,1,0,1,3.25,22,Not MFU student
South,1,0,1,3.55,8,Not MFU student
South,1,0,1,3.32,5,Not MFU student
North,1,0,1,3.44,21,Not MFU student
North East,1,0,1,3.73,10,Not MFU student
Central,1,0,1,2.95,23,Not MFU student
Central,1,0,1,2.79,9,Not MFU student
North East,1,0,1,3.53,14,Not MFU student
North East,1,0,1,3.3,7,Not MFU student
Central,1,0,1,3.98,12,Not MFU student
East,1,0,1,2.97,26,Not MFU student
South,1,0,1,3.02,16,Not MFU student
North East,1,0,1,2.71,11,Not MFU student
North East,1,0,1,3.46,13,Not MFU student
North East,1,0,1,3.26,19,Not MFU student
South,1,0,1,3.54,12,Not MFU student
South,1,0,1,3.44,14,Not MFU student
North East,1,0,1,3.17,11,Not MFU student
North East,1,1,1,3.01,15,Not MFU student
North East,1,0,1,3.14,27,Not MFU student
North,1,1,1,3.14,26,Not MFU student
East,1,0,1,2.67,14,Not MFU student
Central,1,0,1,3.43,13,Not MFU student
North,1,1,1,3.6,10,Not MFU student
North,1,0,1,3.1,12,Not MFU student
North East,1,0,1,2.85,16,Not MFU student
Central,1,0,1,3.04,10,Not MFU student
Central,1,0,1,2.94,28,Not MFU student
North,1,0,1,3.82,7,Not MFU student
North East,1,0,1,3.35,10,Not MFU student
West,1,0,1,3.25,20,Not MFU student
Central,1,1,1,3.95,17,Not MFU student
North,1,0,1,3.88,20,Not MFU student
North East,1,0,1,3.16,29,Not MFU student
North East,1,0,1,2.62,12,Not MFU student
South,1,0,1,3.4,14,Not MFU student
Bangkok,1,0,1,2.93,10,Not MFU student
Bangkok,1,1,1,2.37,8,Not MFU student
North East,1,0,1,3.14,8,Not MFU student
Central,1,0,1,3.51,16,Not MFU student
Bangkok,1,0,1,3.22,16,Not MFU student
South,1,0,1,3.02,16,Not MFU student
Bangkok,1,0,1,3.09,13,Not MFU student
Bangkok,1,0,1,3.27,14,Not MFU student
Central,1,0,1,3.38,19,Not MFU student
North,1,0,1,2.98,20,Not MFU student
Central,1,0,1,3.35,23,Not MFU student
Central,1,0,1,3.66,18,Not MFU student
South,1,0,1,3.41,24,Not MFU student
East,1,0,1,3.88,13,Not MFU student
Central,1,0,1,3.2,9,Not MFU student
North East,1,0,1,3.53,19,Not MFU student
East,1,0,1,3.84,9,Not MFU student
East,1,0,1,3.44,16,Not MFU student
Bangkok,1,0,1,2.87,6,Not MFU student
Central,1,0,1,3.73,14,Not MFU student
North,1,0,1,3,13,Not MFU student
South,1,0,1,3.44,15,Not MFU student
East,1,0,1,3.43,9,Not MFU student
Bangkok,1,1,1,3.24,22,Not MFU student
Central,1,0,1,3.38,18,Not MFU student
North,1,0,1,3,20,Not MFU student
North,1,1,1,2.86,9,Not MFU student
Central,1,0,1,3.1,12,Not MFU student
